"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Ceranova";"PAVIA";"Lombardia";"";"2015";"2015-06-11T20:32:19Z";"3588412711";"9.2450244";"45.2546758";
"Certosa di Pavia";"PAVIA";"Lombardia";"";"2013";"2013-12-08T22:50:27Z";"2572208030";"9.1343579";"45.2713231999999";
"Certosa di Pavia";"PAVIA";"Lombardia";"";"2015";"2015-04-05T17:08:08Z";"3439542552";"9.1234645";"45.2483616";
"Certosa di Pavia";"PAVIA";"Lombardia";"";"2015";"2015-04-06T17:31:33Z";"3441406494";"9.1282747";"45.2497848";
"Cilavegna";"PAVIA";"Lombardia";"";"2015";"2015-03-04T22:38:33Z";"3383702789";"8.7531542";"45.3128183";
"Confienza";"PAVIA";"Lombardia";"";"2015";"2015-11-10T21:59:00Z";"3829952766";"8.5618405";"45.3251814999999";
"Copiano";"PAVIA";"Lombardia";"";"2014";"2014-10-08T21:17:09Z";"3119419154";"9.3253952";"45.1967245";
"Cozzo";"PAVIA";"Lombardia";"";"2015";"2015-12-31T11:18:39Z";"3920352484";"8.6108188";"45.1883776";
"Cura Carpignano";"PAVIA";"Lombardia";"";"2015";"2015-05-02T13:44:01Z";"3493211455";"9.2584754";"45.2169";
"Dorno";"PAVIA";"Lombardia";"";"2015";"2015-04-18T12:56:03Z";"3463382827";"8.9832763";"45.137528";
"Dorno";"PAVIA";"Lombardia";"";"2015";"2015-04-19T09:59:25Z";"3465018630";"8.9885227";"45.1342816";
"Dorno";"PAVIA";"Lombardia";"";"2015";"2015-04-19T09:59:28Z";"3465018858";"8.98585379999999";"45.1437329999999";
"Gambolo'";"PAVIA";"Lombardia";"";"2015";"2015-01-08T22:18:46Z";"3277646948";"8.8587446";"45.2641653";
"Garlasco";"PAVIA";"Lombardia";"";"2015";"2015-04-24T21:13:24Z";"3475558763";"8.935293";"45.2074749";
"Giussago";"PAVIA";"Lombardia";"";"2015";"2015-06-16T20:53:48Z";"3599518898";"9.14054709999999";"45.2803776";
"Giussago";"PAVIA";"Lombardia";"";"2015";"2015-06-23T21:34:27Z";"3613601679";"9.1749329";"45.2942693";
"Godiasco";"PAVIA";"Lombardia";"";"2013";"2013-10-03T12:10:53Z";"2481130577";"9.0564309";"44.8923897";
"Gravellona Lomellina";"PAVIA";"Lombardia";"";"2015";"2015-10-11T22:07:50Z";"3782598229";"8.7617943";"45.3259384999999";
"Gropello Cairoli";"PAVIA";"Lombardia";"";"2014";"2014-12-24T17:25:14Z";"3251078068";"8.9953009";"45.1742664";
"Gropello Cairoli";"PAVIA";"Lombardia";"";"2014";"2014-12-24T23:05:33Z";"3251337912";"9.0039928";"45.1760172999999";
"Inverno e Monteleone";"PAVIA";"Lombardia";"";"2015";"2015-08-23T13:31:33Z";"3710551052";"9.39368039999999";"45.1904273999999";
"Inverno e Monteleone";"PAVIA";"Lombardia";"BTS campo sportivo";"2015";"2015-11-12T19:37:44Z";"3710551891";"9.39438739999999";"45.1993565";
"Landriano";"PAVIA";"Lombardia";"";"2015";"2015-06-25T21:51:46Z";"3618382069";"9.2678629";"45.3103077999999";
"Lungavilla";"PAVIA";"Lombardia";"";"2015";"2015-12-08T20:05:13Z";"3883880490";"9.0794314";"45.0326482999999";
"Magherno";"PAVIA";"Lombardia";"";"2015";"2015-07-02T21:12:06Z";"3632096870";"9.3320966";"45.2193565";
"Magherno";"PAVIA";"Lombardia";"";"2015";"2015-07-02T21:12:06Z";"3632096877";"9.33338419999999";"45.2204167";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:35Z";"3640847929";"9.3152382";"44.7876289";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:35Z";"3640847933";"9.31518329999999";"44.7876878";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:35Z";"3640847937";"9.3150803";"44.7877326999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:36Z";"3640847961";"9.315522";"44.7880305999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:36Z";"3640847985";"9.3153628";"44.7881603";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:36Z";"3640848105";"9.3150599";"44.7884024999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-08T12:14:38Z";"3640848192";"9.3143221";"44.7888008999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-09T13:53:16Z";"3642804812";"9.3171882";"44.7915801999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-09T13:53:16Z";"3642804812";"9.3171882";"44.7915801999999";
"Menconico";"PAVIA";"Lombardia";"";"2015";"2015-07-09T13:53:18Z";"3642804881";"9.3169468";"44.7920373999999";
"Menconico";"PAVIA";"Lombardia";"RAI - Centro Trasmittente di Monte Penice";"2014";"2014-01-17T03:25:49Z";"1213750379";"9.3165148";"44.7918959";
"Montesegale";"PAVIA";"Lombardia";"";"2014";"2014-06-09T16:42:53Z";"2747486734";"9.1289221";"44.9002928999999";
"Mornico Losana";"PAVIA";"Lombardia";"GSM Cell";"2014";"2014-07-30T15:34:37Z";"2987833861";"9.2348982";"44.9948101";
"Mortara";"PAVIA";"Lombardia";"";"2015";"2015-01-11T22:46:50Z";"3283132088";"8.798919";"45.2389386999999";
"Mortara";"PAVIA";"Lombardia";"";"2015";"2015-01-28T22:32:08Z";"3317622668";"8.7349551";"45.2510759999999";
"Mortara";"PAVIA";"Lombardia";"";"2015";"2015-02-01T15:40:47Z";"3325415830";"8.7298752";"45.263026";
"Nicorvo";"PAVIA";"Lombardia";"";"2015";"2015-11-15T13:22:02Z";"3837254738";"8.658339";"45.2852784";
"Ottobiano";"PAVIA";"Lombardia";"";"2016";"2016-02-06T18:39:01Z";"3992442597";"8.8366225";"45.1520287999999";
"Ottobiano";"PAVIA";"Lombardia";"";"2016";"2016-02-06T18:39:02Z";"3992442669";"8.82649679999999";"45.1595006";
"Palestro";"PAVIA";"Lombardia";"";"2015";"2015-12-06T17:31:51Z";"3880568420";"8.5371905";"45.3031209";
"Palestro";"PAVIA";"Lombardia";"";"2015";"2015-12-06T17:31:52Z";"3880568453";"8.53647529999999";"45.3042054";
"Parona";"PAVIA";"Lombardia";"";"2015";"2015-02-09T15:49:07Z";"3339972501";"8.78808579999999";"45.2758266";
"Pavia";"PAVIA";"Lombardia";"";"2014";"2014-09-28T20:16:27Z";"3100922287";"9.1419924";"45.2113532999999";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-18T21:37:37Z";"3527061284";"9.1452304";"45.1739421999999";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-18T21:37:39Z";"3527069284";"9.1433072";"45.1948829";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-19T10:47:27Z";"3528097685";"9.1456744";"45.2053623999999";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-19T14:06:11Z";"3528465972";"9.1528925";"45.2057785";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-19T21:02:35Z";"3529225209";"9.1593137";"45.219548";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-21T20:28:48Z";"3534160389";"9.1855279";"45.1783586";
"Pavia";"PAVIA";"Lombardia";"";"2015";"2015-05-21T20:28:50Z";"3534160491";"9.1877224";"45.1933881";
"Pietra de' Giorgi";"PAVIA";"Lombardia";"Vodafone";"2012";"2012-06-25T11:24:51Z";"1735123553";"9.2326155";"45.0247780999999";
"Pizzale";"PAVIA";"Lombardia";"";"2015";"2015-07-02T22:18:54Z";"3632162648";"9.0451004";"45.0325832999999";
"Pizzale";"PAVIA";"Lombardia";"";"2015";"2015-07-02T22:18:54Z";"3632162667";"9.044409";"45.0326652999999";
"Pizzale";"PAVIA";"Lombardia";"";"2015";"2015-07-02T22:18:55Z";"3632162844";"9.0452561";"45.0331981";
"Pizzale";"PAVIA";"Lombardia";"";"2015";"2015-07-02T22:18:55Z";"3632162852";"9.0445612";"45.0332827";
"Rea";"PAVIA";"Lombardia";"";"2016";"2016-01-29T21:59:12Z";"3976977376";"9.1566133";"45.1110887";
"Rivanazzano";"PAVIA";"Lombardia";"";"2013";"2013-04-14T10:43:45Z";"2266793015";"9.0510515";"44.92233";
"Robbio";"PAVIA";"Lombardia";"";"2015";"2015-11-22T17:00:37Z";"3851932431";"8.5984132";"45.2830098";
"Robbio";"PAVIA";"Lombardia";"";"2015";"2015-11-22T17:00:38Z";"3851932453";"8.590941";"45.2841892";
"Rocca Susella";"PAVIA";"Lombardia";"";"2014";"2014-03-13T13:02:51Z";"2715402252";"9.08631379999999";"44.8963582";
"Rognano";"PAVIA";"Lombardia";"";"2014";"2014-11-25T23:11:25Z";"3205415694";"9.0653187";"45.2916758";
"Rognano";"PAVIA";"Lombardia";"";"2014";"2014-11-26T22:58:21Z";"3206999280";"9.08083899999999";"45.2864003999999";
"Romagnese";"PAVIA";"Lombardia";"";"2011";"2011-05-22T12:35:06Z";"1296082031";"9.3026172";"44.8411815999999";
"Romagnese";"PAVIA";"Lombardia";"";"2011";"2011-05-22T12:35:08Z";"1296082069";"9.3052823";"44.8409144";
"Romagnese";"PAVIA";"Lombardia";"";"2011";"2011-05-22T12:35:13Z";"1296082174";"9.2929568";"44.8421614";
"Romagnese";"PAVIA";"Lombardia";"";"2011";"2011-05-22T12:35:16Z";"1296082230";"9.3003955";"44.8397861999999";
"Romagnese";"PAVIA";"Lombardia";"";"2015";"2015-09-09T12:06:46Z";"3735964936";"9.3373068";"44.8447612";
"Roncaro";"PAVIA";"Lombardia";"";"2015";"2015-05-30T22:16:05Z";"3559542307";"9.2662498";"45.2288252999999";
"Roncaro";"PAVIA";"Lombardia";"";"2015";"2015-05-30T22:16:05Z";"3559542328";"9.2660762";"45.2291042";
"Roncaro";"PAVIA";"Lombardia";"";"2015";"2015-05-30T22:16:10Z";"3559543216";"9.27010439999999";"45.2397902";
"San Genesio ed Uniti";"PAVIA";"Lombardia";"";"2015";"2015-04-02T21:52:22Z";"3432195880";"9.18544329999999";"45.2405893";
"San Giorgio di Lomellina";"PAVIA";"Lombardia";"";"2016";"2016-02-15T21:21:21Z";"4008248195";"8.7870042";"45.1699533";
"San Martino Siccomario";"PAVIA";"Lombardia";"";"2015";"2015-05-06T21:49:29Z";"3501864927";"9.1174006";"45.1456895999999";
"San Martino Siccomario";"PAVIA";"Lombardia";"";"2015";"2015-07-03T12:58:56Z";"3632895877";"9.12014349999999";"45.1423343";
"Santa Giuletta";"PAVIA";"Lombardia";"";"2012";"2012-06-25T11:34:21Z";"1801586969";"9.19135039999999";"45.0400484";
"Sant'Alessio con Vialone";"PAVIA";"Lombardia";"";"2013";"2013-11-23T13:36:24Z";"2546880870";"9.221269";"45.2175676";
"Sant'Angelo Lomellina";"PAVIA";"Lombardia";"";"2015";"2015-12-16T22:46:46Z";"3895852905";"8.64895819999999";"45.2442338";
"Siziano";"PAVIA";"Lombardia";"";"2015";"2015-06-05T22:32:35Z";"3575549126";"9.208822";"45.3191764";
"Torre d'Isola";"PAVIA";"Lombardia";"";"2014";"2014-12-12T22:18:16Z";"3232157690";"9.0736392";"45.2194018";
"Torre d'Isola";"PAVIA";"Lombardia";"";"2014";"2014-12-14T18:10:26Z";"3234781207";"9.0389722";"45.2475606";
