Operatore,Data,StatoAttivazione,Comune,Provincia,Identificatore
TELECOM ITALIA MOBILE,29/08/2014,REALIZZATO,PALUZZA,UD,2475099735
TELECOM ITALIA MOBILE,29/08/2014,REALIZZATO,COSEANO,UD,3209884296
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,UD,3174661145
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,UD,3541517195
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,UD,3541517201
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,UD,2964312966
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,UD,902951641
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1187026471
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1187026492
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1187026528
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1737437145
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1824746848
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,COSEANO,PN,1824746860
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,3898983450
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1863353561
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1726381867
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1737677776
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1861884671
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1861884136
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1774933078
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1674921836
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,PN,1674922357
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,UD,2098841786
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,UD,2098841787
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TALMASSONS,UD,2098841788
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,1783147645
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,1783143681
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,806901698
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,1783143680
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,2408599863
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,1761453959
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044667
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044669
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044671
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044673
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044677
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,BASILIANO,UD,3751044678
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TAVAGNACCO,UD,3750958654
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TAVAGNACCO,UD,3900618049
TELECOM ITALIA MOBILE,01/09/2014,REALIZZATO,TAVAGNACCO,UD,3934324973
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,2002425738
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,1737756775
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,1976156936
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,1783143662
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,806901996
TELECOM ITALIA MOBILE,01/09/2014,DA REALIZZARE,TAVAGNACCO,UD,2382750137
TELECOM ITALIA MOBILE,02/09/2014,DA REALIZZARE,TAVAGNACCO,GO,2331579285
TELECOM ITALIA MOBILE,02/09/2014,DA REALIZZARE,TAVAGNACCO,GO,2522339908
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TAVAGNACCO,GO,2522339924
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,2522339930
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,2522339935
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,2522339940
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,2522339945
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,1976174325
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,2757453736
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,793734551
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,1745841741
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,GO,1592362329
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,UD,3218574017
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,UD,2522096574
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,LATISANA,UD,1591345714
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,1591345719
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,3005343483
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,2013355253
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,3901461838
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,3901463132
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,2056816068
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,2091477578
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,2091477581
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,1298216457
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,2016890133
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,3901941697
TELECOM ITALIA MOBILE,02/09/2014,REALIZZATO,TRIESTE,UD,1756978293
TELECOM ITALIA MOBILE,03/09/2014,REALIZZATO,COLLOREDO DI  MONTE ALBANO,UD,2235200736
TELECOM ITALIA MOBILE,03/09/2014,REALIZZATO,COLLOREDO DI  MONTE ALBANO,UD,2080058244
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2080058247
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2080058264
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2103221553
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,3898872024
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,3898872032
TELECOM ITALIA MOBILE,03/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,3900319844
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,3900319847
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,3900319942
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2080903457
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2080903458
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2098797454
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,COLLOREDO DI  MONTE ALBANO,UD,2109599881
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,COLLOREDO DI  MONTE ALBANO,UD,2080058393
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,COLLOREDO DI  MONTE ALBANO,UD,2098743446
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2083098174
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2094735187
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,1756962063
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2083118214
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,1753863405
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2595081067
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2112028101
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,UD,2112028104
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,TS,2112028112
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,TS,2112028124
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,TS,2112028137
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,SEDEGLIANO,TS,3430664218
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2081056987
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,3679372042
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2022167412
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2022167413
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2085117464
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2087584452
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2118893889
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,TS,2118893894
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,PN,2119039914
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,PN,1483529752
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,PN,1483529750
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,UDINE,PN,1483529751
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,1879928238
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2022210135
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2022210138
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2118958996
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2118959013
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,3105638874
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,1818896097
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,1759729310
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2022187947
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2022187954
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,PN,2022187958
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,BUIA,TS,2194785052
TELECOM ITALIA MOBILE,04/09/2014,REALIZZATO,AMARO,TS,1266346387
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,AMARO,TS,1701332595
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,AMARO,TS,1701332595
TELECOM ITALIA MOBILE,04/09/2014,DA REALIZZARE,AMARO,TS,1280526732
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,1703044588
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,1703044590
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,1703044593
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,1240328530
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,1240328633
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,TS,2163132873
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,UD,2163132880
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,AMARO,UD,2163132890
TELECOM ITALIA MOBILE,05/09/2014,DA REALIZZARE,TRIESTE,UD,2163132898
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1703013243
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1703013246
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1703013250
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1703013254
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,2245206732
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1181010647
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1894625724
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1599435455
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1599445275
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1243008463
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1362589879
TELECOM ITALIA MOBILE,05/09/2014,REALIZZATO,TRIESTE,UD,1362589880
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TRIESTE,PN,679162629
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TRIESTE,PN,1703044596
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,2139867097
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,2139867102
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,2139867122
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,2139867135
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,2213632510
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,TARVISIO,PN,3072121686
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,PN,3932072932
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,PN,1599422855
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,PN,1702869653
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,PN,1702869659
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1607939646
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1894625680
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1599407944
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1599407958
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1599422857
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1599422860
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1600435057
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,ROVEREDO IN PIANO,UD,1600449098
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,CORDENONS,UD,3905732591
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,CORDENONS,UD,3905732592
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,CORDENONS,UD,3905732593
TELECOM ITALIA MOBILE,11/09/2014,REALIZZATO,CORDENONS,UD,1703044581
TELECOM ITALIA MOBILE,12/09/2014,REALIZZATO,CORDENONS,UD,1703044584
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,1771209426
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132817
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132818
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132826
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132827
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132834
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CORDENONS,UD,2163132835
TELECOM ITALIA MOBILE,12/09/2014,DA REALIZZARE,CASARSA DELLA DELIZIA,UD,2251079186
TELECOM ITALIA MOBILE,16/09/2014,DA REALIZZARE,CASARSA DELLA DELIZIA,UD,2251079209
TELECOM ITALIA MOBILE,16/09/2014,DA REALIZZARE,CASARSA DELLA DELIZIA,UD,2251079214
TELECOM ITALIA MOBILE,16/09/2014,DA REALIZZARE,CASARSA DELLA DELIZIA,UD,2251079232
TELECOM ITALIA MOBILE,16/09/2014,DA REALIZZARE,CASARSA DELLA DELIZIA,UD,2027893553
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,2027893555
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,2027893556
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1763898488
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1277545603
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,2106109654
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,2337953443
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1705815030
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1705815370
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1705815420
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,CASARSA DELLA DELIZIA,UD,1705815431
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,FIUME VENETO,UD,1705815433
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,FIUME VENETO,UD,1705814941
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,FIUME VENETO,UD,3388276409
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,FIUME VENETO,UD,3390243466
TELECOM ITALIA MOBILE,16/09/2014,REALIZZATO,FIUME VENETO,UD,2298825553
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,2468092973
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,2751893953
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,2293762266
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,3110847262
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,1903799907
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,3750470598
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,FIUME VENETO,UD,1701671003
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,1701671003
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,1438189088
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2714485094
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2622049843
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2634465889
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2106054914
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2461453342
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2583494792
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,3123858418
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,2088989322
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,3552348921
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LUSEVERA,UD,1934826029
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,UD,2026227321
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2089052904
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2031624097
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,3932409216
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2122861255
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2122861421
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2123009349
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,3231666878
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,2119048371
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,14.212823
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,14.2535658
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,14.2559049
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,2310763331
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,1582867689
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,2295670749
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,2119059029
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,3791508677
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,1762422629
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,2757838414
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,2757838448
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,3679619609
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,3679619725
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,3679619734
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,PORDENONE,PN,3679619739
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,PN,3679619741
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,PN,3679619744
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,PN,3679619745
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,PN,3679619747
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,PN,3679619750
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619796
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619797
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619798
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619800
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619801
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,3679619802
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,CIVIDALE DEL FRIULI,TS,1762422630
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,TS,1762422631
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838371
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838403
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838417
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838420
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838423
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838426
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838429
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838432
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838434
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838438
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838441
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,TRIESTE,PN,2757838445
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2757838451
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2757838454
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,3791323625
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2066258893
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,3576571368
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,3576571370
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2041776901
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2045881748
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,2045881749
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,1689136988
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,LIGNANO SABBIADORO,TS,1762454709
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,POCENIA,TS,1762454710
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,POCENIA,UD,2013621238
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,POCENIA,UD,2023120675
TELECOM ITALIA MOBILE,17/09/2014,REALIZZATO,POCENIA,UD,3225300531
TELECOM ITALIA MOBILE,18/09/2014,REALIZZATO,POCENIA,UD,2045851148
TELECOM ITALIA MOBILE,18/09/2014,REALIZZATO,POCENIA,UD,3989948007
TELECOM ITALIA MOBILE,18/09/2014,REALIZZATO,POCENIA,UD,2045777746
