PROGR,DATA_AGGIORNAMENTO,ID_BENEFICIARIO,BENEFICIARIO,TIPOLOGIA_BENEFICIARIO,CODICE_FISCALE,PARTITA_IVA
236583,30/11/2017 09:26:00 AM,10660,COMUNE DI SALA COMACINA,AMMINISTRAZIONE LOCALE,00532640133,00532640133
27548,10/02/2014 11:38:00 AM,161187,UNIONE CAMPOSPINOSO-ALBAREDO,AMMINISTRAZIONE LOCALE,01880060189,01880060189
97706,20/11/2015 03:35:00 PM,11197,COMUNE DI CURA CARPIGNANO,AMMINISTRAZIONE LOCALE,00489010181,
52058,17/11/2014 05:49:00 PM,11100,SEVESO,AMMINISTRAZIONE LOCALE,01650780156,
98151,19/01/2016 10:10:00 AM,10826,COMUNE DI CANNETO SULL'OGLIO,AMMINISTRAZIONE LOCALE,81001310200,
97372,20/11/2015 02:52:00 PM,10420,COMUNE DI SALO',AMMINISTRAZIONE LOCALE,00399840172,
226452,03/11/2017 12:54:00 PM,10351,MALONNO,AMMINISTRAZIONE LOCALE,00716670179,
52307,21/11/2014 01:48:00 PM,10411,REZZATO,AMMINISTRAZIONE LOCALE,00634160170,
52913,01/12/2014 05:07:00 PM,673386,Provincia di Monza,AMMINISTRAZIONE LOCALE,94616010156,
14262,06/08/2013 12:29:00 PM,10455,COMUNE VOBARNO,AMMINISTRAZIONE LOCALE,,00561480989
54399,05/12/2014 10:36:00 AM,11175,CASTELLETTO DI BRANDUZZO,AMMINISTRAZIONE LOCALE,00485410187,
99594,25/11/2015 03:36:00 PM,11080,SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
98473,20/11/2015 04:24:00 PM,11222,COMUNE DI MAGHERNO,AMMINISTRAZIONE LOCALE,00476130182,
14912,17/09/2013 11:26:00 AM,250074,"UC Frascarolo, Torre Beretti e Castellaro",AMMINISTRAZIONE LOCALE,92007060186,02213520188
104648,01/02/2016 11:03:00 AM,,COMUNE DI PADERNO D'ADDA,AMMINISTRAZIONE LOCALE,85000710138,
104259,01/02/2016 11:03:00 AM,,COMUNE DI PREGNANA MILANESE,AMMINISTRAZIONE LOCALE,86502760159,
12863,03/07/2013 02:19:00 PM,,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,00297960197
104356,19/09/2016 03:34:00 PM,10103,COMUNE DI FIORANO AL SERIO,AMMINISTRAZIONE LOCALE,00309870160,
145164,13/10/2016 02:37:00 PM,,ALME,AMMINISTRAZIONE LOCALE,80021130168,
49418,30/10/2014 03:46:00 PM,10997,GRAFFIGNANA,AMMINISTRAZIONE LOCALE,84504680152,
59194,27/01/2015 12:49:00 PM,13612,COMUNITA' MONTANA VALTELLINA DI SONDRIO,AMMINISTRAZIONE LOCALE,93001950141,93001950141
186578,13/03/2017 09:34:00 AM,11356,COMUNE DI FORCOLA,AMMINISTRAZIONE LOCALE,00137850145,
38214,30/06/2014 11:30:00 AM,,COMUNE DI TRIGOLO,AMMINISTRAZIONE LOCALE,00304290190,
38185,04/11/2015 04:03:00 PM,,COMUNE USMATE VELATE,AMMINISTRAZIONE LOCALE,01482570155,
97598,20/11/2015 03:35:00 PM,10176,COMUNE DI PONTIROLO NUOVO,AMMINISTRAZIONE LOCALE,00676850167,
45282,13/09/2016 12:03:00 PM,11401,COMUNE DI VAL MASINO - RN VAL DI MELLO,AMMINISTRAZIONE LOCALE,00090870148,
97970,19/01/2016 10:51:00 AM,10930,COMUNE DI CALVIGNASCO,AMMINISTRAZIONE LOCALE,80105450151,
49276,30/10/2014 10:10:00 AM,10739,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,00297960197
48410,09/10/2014 04:11:00 PM,,COMUNE DI REZZATO,AMMINISTRAZIONE LOCALE,00634160170,
39754,03/06/2014 12:01:00 PM,11606,PROVINCIA DI MILANO,AMMINISTRAZIONE LOCALE,02120090150,
155401,28/11/2016 04:41:00 PM,10848,COMUNE DI MANTOVA,AMMINISTRAZIONE LOCALE,00189800204,00189800204
239750,20/12/2017 02:19:00 PM,,MONTODINE,AMMINISTRAZIONE LOCALE,00304960198,00304960198
98235,20/11/2015 03:35:00 PM,10956,COMUNE DI CAVENAGO DI BRIANZA,AMMINISTRAZIONE LOCALE,01477970154,
17677,20/09/2013 10:13:00 AM,,COMUNITA' MONTANA VALSASSINA - VALVARRONE VAL D'ESINO E RIVIERA,AMMINISTRAZIONE LOCALE,01409210133,01409210133
27680,21/11/2013 11:25:00 AM,10222,COMUNE DI TRESCORE BALNEARIO,AMMINISTRAZIONE LOCALE,00407800168,
158953,22/12/2016 04:41:00 PM,11603,PROVINCIA DI COMO,AMMINISTRAZIONE LOCALE,80004650133,
46028,06/08/2014 11:49:00 AM,,COMUNE DI BARBARIGA,AMMINISTRAZIONE LOCALE,88000370176,
104599,31/08/2016 03:45:00 PM,10517,COMUNE DI CAVALLASCA,AMMINISTRAZIONE LOCALE,80010260133,
53260,03/12/2014 02:56:00 PM,10456,COMUNE DI ZONE,AMMINISTRAZIONE LOCALE,80015590179,00841790173
226641,06/11/2017 12:42:00 PM,11026,COMUNE DI MEDA,AMMINISTRAZIONE LOCALE,01745100154,00722710969
23120,25/02/2014 03:09:00 PM,199754,Provincia di Milano,AMMINISTRAZIONE LOCALE,02120090150,02120090150
155510,29/11/2016 04:59:00 PM,11608,PROVINCIA DI SONDRIO,AMMINISTRAZIONE LOCALE,80002950147,00603930140
48575,23/11/2015 09:42:00 AM,,COMUNE DI BESANA BRIANZA,AMMINISTRAZIONE LOCALE,01556360152,
32196,03/12/2014 02:05:00 PM,11034,COMUNE DI MILANO,AMMINISTRAZIONE LOCALE,01199250158,01199250158
213049,26/06/2017 04:27:00 PM,,COMUNE DI RESCALDINA,AMMINISTRAZIONE LOCALE,01633080153,
24256,29/10/2013 11:25:00 AM,11602,PROVINCIA DI BRESCIA,AMMINISTRAZIONE LOCALE,80008750178,03046380170
237841,05/12/2017 04:47:00 PM,11247,COMUNE DI PAVIA,AMMINISTRAZIONE LOCALE,00296180185,00296180185
38906,08/10/2014 04:25:00 PM,11321,COMUNE DI ZAVATTARELLO,AMMINISTRAZIONE LOCALE,95002830180,95002830180
54339,05/12/2014 10:36:00 AM,10380,PADERNO FRANCIACORTA,AMMINISTRAZIONE LOCALE,00454430174,
18297,02/10/2013 02:01:00 PM,10438,Comune di Toscolano Maderno,AMMINISTRAZIONE LOCALE,00839830171,00581090982
239728,20/12/2017 02:19:00 PM,,ISPRA,AMMINISTRAZIONE LOCALE,00309310126,00309310126
86212,29/07/2015 03:34:00 PM,,TORRE D ISOLA,AMMINISTRAZIONE LOCALE,80000930182,
101770,04/12/2015 08:22:00 AM,10279,COMUNE DI BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,00761890177
34735,26/11/2015 12:10:00 PM,10765,Comune di Offanengo (CR),AMMINISTRAZIONE LOCALE,00299140194,00299140194
98176,19/01/2016 10:25:00 AM,10854,COMUNE DI MONZAMBANO,AMMINISTRAZIONE LOCALE,00159460203,
239847,21/12/2017 11:29:00 AM,,COMUNE DI MADESIMO,AMMINISTRAZIONE LOCALE,00133750141,
49489,30/10/2014 03:46:00 PM,10874,SAN GIACOMO DELLE SEGNATE,AMMINISTRAZIONE LOCALE,00453060204,
146113,31/10/2016 02:33:00 PM,11159,COMUNE DI BREME,AMMINISTRAZIONE LOCALE,00473260180,00473260180
213076,26/06/2017 04:27:00 PM,,COMUNE DI SALO',AMMINISTRAZIONE LOCALE,00399840172,
50946,17/11/2014 05:46:00 PM,10852,MEDOLE,AMMINISTRAZIONE LOCALE,00437020209,
34724,26/11/2015 12:02:00 PM,10975,Comune di Cornaredo (MI),AMMINISTRAZIONE LOCALE,02981700152,02981700152
53848,05/12/2014 10:36:00 AM,11460,COMERIO,AMMINISTRAZIONE LOCALE,00226700128,
99065,25/01/2016 10:26:00 AM,10928,COMUNE DI BUSSERO,AMMINISTRAZIONE LOCALE,03063770154,
52132,17/11/2014 05:49:00 PM,10447,VEROLAVECCHIA,AMMINISTRAZIONE LOCALE,88002730179,
98329,20/11/2015 04:24:00 PM,10270,COMUNE DI BORGO SAN GIACOMO,AMMINISTRAZIONE LOCALE,00846420172,
86035,29/07/2015 03:34:00 PM,,PESCATE,AMMINISTRAZIONE LOCALE,00689500130,
44302,15/07/2014 11:38:00 AM,932333,GATTI LUIGI,AMMINISTRAZIONE LOCALE,GTTLGU47E06I203Y,
102519,10/12/2015 04:32:00 PM,662923,COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,84000830137,01577460130
38193,30/06/2014 11:36:00 AM,,COMUNE DI GRAVEDONA ED UNITI,AMMINISTRAZIONE LOCALE,03322340138,
8097,10/06/2013 06:08:00 PM,10869,COMUNE DI RODIGO,AMMINISTRAZIONE LOCALE,80005810207,
54259,05/12/2014 10:36:00 AM,10243,VILLA D ALME,AMMINISTRAZIONE LOCALE,00579560160,
228158,17/11/2017 11:12:00 AM,,LIMBIATE,AMMINISTRAZIONE LOCALE,83005620154,
86219,29/07/2015 03:34:00 PM,,TRADATE,AMMINISTRAZIONE LOCALE,00223660127,
28083,25/11/2013 04:02:00 PM,10138,COMUNE DI MEZZOLDO,AMMINISTRAZIONE LOCALE,00671320166,00671320166
50891,17/11/2014 05:46:00 PM,10131,LOVERE,AMMINISTRAZIONE LOCALE,81003470168,
155368,19/01/2018 01:24:00 PM,,CITTA' METROPOLITANA DI MILANO,AMMINISTRAZIONE LOCALE,08911820960,08911820960
40390,16/06/2014 12:11:00 PM,11607,Provincia di Pavia,AMMINISTRAZIONE LOCALE,80000030181,
82207,26/06/2015 02:52:00 PM,,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,00864680186
98433,20/11/2015 04:24:00 PM,10431,COMUNE DI SOIANO DEL LAGO,AMMINISTRAZIONE LOCALE,00868440173,
98014,19/01/2016 11:12:00 AM,11038,COMUNE DI MORIMONDO,AMMINISTRAZIONE LOCALE,82003090154,
51076,17/11/2014 05:47:00 PM,10377,OSPITALETTO,AMMINISTRAZIONE LOCALE,00796430171,
97782,20/11/2015 03:35:00 PM,11410,COMUNE DI ARSAGO SEPRIO,AMMINISTRAZIONE LOCALE,00561120122,
131256,22/04/2016 08:40:00 AM,10626,COMUNE DI OLTRONA SAN MAMETTE,AMMINISTRAZIONE LOCALE,00686080136,00686080136
76722,27/02/2015 12:24:00 PM,10106,COMUNE DI FOPPOLO (BG),AMMINISTRAZIONE LOCALE,00637310160,00637310160
226425,03/11/2017 12:54:00 PM,10744,DOVERA,AMMINISTRAZIONE LOCALE,00330920190,
101873,14/02/2017 11:26:00 AM,11605,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,
137357,12/09/2016 11:31:00 AM,,COMUNE DI DESENZANO DEL GARDA,AMMINISTRAZIONE LOCALE,00575230172,
49295,30/10/2014 11:14:00 AM,11034,COMUNE DI MILANO,AMMINISTRAZIONE LOCALE,01199250158,01199250158
226543,03/11/2017 02:13:00 PM,,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,
50671,17/11/2014 05:46:00 PM,10292,CASTEL MELLA,AMMINISTRAZIONE LOCALE,00886000173,
45284,13/09/2016 12:05:00 PM,10856,COMUNE DI OSTIGLIA - RN PALUDE DI OSTIGLIA,AMMINISTRAZIONE LOCALE,00199290206,
93352,05/10/2015 02:19:00 PM,,GESSATE,AMMINISTRAZIONE LOCALE,00973680150,
99163,23/11/2015 02:23:00 PM,11604,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,
212697,26/06/2017 04:27:00 PM,,COMUNE DI BONATE SOPRA,AMMINISTRAZIONE LOCALE,82000950160,
130795,12/04/2016 10:38:00 AM,10688,VALMADRERA,AMMINISTRAZIONE LOCALE,00609660139,00609660139
28562,27/11/2013 07:16:00 PM,,COMUNE DI SARONNO,AMMINISTRAZIONE LOCALE,00217130129,
98817,21/01/2016 01:56:00 PM,10459,COMUNE DI ALBAVILLA,AMMINISTRAZIONE LOCALE,00688320134,
58821,17/11/2016 09:31:00 AM,,COMUNE DI UBIALE CLANEZZO,AMMINISTRAZIONE LOCALE,00570140160,
222298,29/09/2017 03:34:00 PM,11021,MALEO,AMMINISTRAZIONE LOCALE,00000000000,
15098,19/08/2013 07:32:00 PM,,PROVINCIA DI SONDRIO,AMMINISTRAZIONE LOCALE,80002950147,00603930140
17825,26/09/2013 10:47:00 AM,662923,COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,
7720,13/11/2013 12:15:00 PM,10596,COMUNE DI MALGRATE (LC),AMMINISTRAZIONE LOCALE,00556750131,
226428,03/11/2017 12:54:00 PM,10427,SELLERO,AMMINISTRAZIONE LOCALE,00734610173,
97644,14/01/2016 05:15:00 PM,10238,COMUNE DI VERTOVA,AMMINISTRAZIONE LOCALE,00238520167,
134967,27/07/2016 10:26:00 AM,,STRADELLA,AMMINISTRAZIONE LOCALE,00467720181,
221595,29/09/2017 08:39:00 AM,,COMUNE DI PASTURO,AMMINISTRAZIONE LOCALE,83006950139,
222738,02/10/2017 12:29:00 PM,10095,DOSSENA,AMMINISTRAZIONE LOCALE,00000000000,
77948,01/04/2015 04:38:00 PM,11609,Provincia di Varese,AMMINISTRAZIONE LOCALE,80000710121,00397700121
221747,29/09/2017 09:27:00 AM,11536,UBOLDO,AMMINISTRAZIONE LOCALE,00263530123,
223463,10/10/2017 12:31:00 PM,11345,COMUNE DI CHIAVENNA,AMMINISTRAZIONE LOCALE,00115790149,
104158,17/10/2016 04:18:00 PM,10890,COMUNE DI ABBIATEGRASSO,AMMINISTRAZIONE LOCALE,01310880156,
46149,06/08/2014 03:10:00 PM,,COMUNE DI AZZANO MELLA,AMMINISTRAZIONE LOCALE,80018050171,
38803,12/05/2014 04:07:00 PM,,Comune di Pavia,AMMINISTRAZIONE LOCALE,00296180185,
97914,18/01/2016 02:33:00 PM,10758,COMUNE DI MADIGNANO,AMMINISTRAZIONE LOCALE,00302860192,
103778,14/01/2016 11:02:00 AM,13604,COMUNITA' MONTANA DI VALLE CAMONICA,AMMINISTRAZIONE LOCALE,01766100984,01766100984
53819,05/12/2014 10:36:00 AM,11425,BREZZO DI BEDERO,AMMINISTRAZIONE LOCALE,84000790125,
104430,06/09/2016 05:26:00 PM,10246,COMUNE DI VILLONGO,AMMINISTRAZIONE LOCALE,00719120164,
38103,06/11/2015 12:04:00 PM,,COMUNE DI NEMBRO,AMMINISTRAZIONE LOCALE,00221710163,
53219,08/10/2015 05:53:00 PM,301789 (GEFO),COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,93011440133
38906,14/05/2014 12:26:00 PM,11321,COMUNE DI ZAVATTARELLO,AMMINISTRAZIONE LOCALE,95002830180,95002830180
103539,22/12/2015 12:44:00 PM,10531,COMUNE DI COMO,AMMINISTRAZIONE LOCALE,00417480134,
54036,05/12/2014 10:36:00 AM,10934,CANEGRATE,AMMINISTRAZIONE LOCALE,00835500158,
23995,23/10/2013 03:57:00 PM,,COMUNE DI LODI,AMMINISTRAZIONE LOCALE,84507570152,
130839,12/04/2016 10:38:00 AM,10884,VIADANA,AMMINISTRAZIONE LOCALE,83000670204,00201030202
51615,17/11/2014 05:49:00 PM,10317,DESENZANO DEL GARDA,AMMINISTRAZIONE LOCALE,00575230172,
161451,15/02/2017 03:37:00 PM,,Comune di Inveruno (MI),AMMINISTRAZIONE LOCALE,01490870159,
31353,10/12/2013 10:51:00 AM,24030,COMUNITA' MONTANA VALTELLINA DI MORBEGNO,AMMINISTRAZIONE LOCALE,91000680149,00813700143
98852,21/01/2016 02:38:00 PM,10595,COMUNE DI MAGREGLIO,AMMINISTRAZIONE LOCALE,82001830130,
145269,13/10/2016 02:37:00 PM,,PESCHIERA BORROMEO,AMMINISTRAZIONE LOCALE,80101570150,
95938,30/03/2016 04:46:00 PM,,PROVINCIA DI SONDRIO,AMMINISTRAZIONE LOCALE,92033340131,
222311,29/09/2017 03:34:00 PM,11084,SAN MARTINO IN STRADA,AMMINISTRAZIONE LOCALE,00000000000,
239756,20/12/2017 02:19:00 PM,,OME,AMMINISTRAZIONE LOCALE,00841600174,00841600174
98759,20/11/2015 04:24:00 PM,13628,COMUNITA' MONTANA DI SCALVE,AMMINISTRAZIONE LOCALE,00543250161,
221831,29/09/2017 12:31:00 PM,11362,MADESIMO,AMMINISTRAZIONE LOCALE,00000000000,
99048,20/11/2015 04:24:00 PM,10815,COMUNE DI VAILATE,AMMINISTRAZIONE LOCALE,00304990195,
97492,14/01/2016 03:21:00 PM,10034,COMUNE DI BOSSICO,AMMINISTRAZIONE LOCALE,00347900169,
54082,05/12/2014 10:36:00 AM,11042,NERVIANO,AMMINISTRAZIONE LOCALE,00864790159,
157261,02/12/2016 01:55:00 PM,11603,PROVINCIA DI COMO,AMMINISTRAZIONE LOCALE,80004650133,00606750131
222248,29/09/2017 03:00:00 PM,10872,SABBIONETA,AMMINISTRAZIONE LOCALE,00000000000,
38176,04/11/2015 03:03:00 PM,,COMUNE DI BOVEZZO,AMMINISTRAZIONE LOCALE,00374120178,
97330,18/01/2016 11:22:00 AM,10362,COMUNE DI MONTICELLI BRUSATI,AMMINISTRAZIONE LOCALE,00841590177,
131825,12/05/2016 10:10:00 AM,,BOVISIO MASCIAGO,AMMINISTRAZIONE LOCALE,03959350152,
224245,17/10/2017 12:33:00 PM,10527,COMUNE DI CLAINO CON OSTENO,AMMINISTRAZIONE LOCALE,84002230138,
223575,13/10/2017 09:02:00 AM,,COMUNE DI BAGOLINO,AMMINISTRAZIONE LOCALE,00822580171,
134942,27/07/2016 10:26:00 AM,,PREGNANA MILANESE,AMMINISTRAZIONE LOCALE,86502760159,
92932,05/10/2015 02:15:00 PM,,MOZZANICA,AMMINISTRAZIONE LOCALE,00307380162,
50982,17/11/2014 05:46:00 PM,11034,MILANO,AMMINISTRAZIONE LOCALE,01199250158,
38088,04/11/2015 04:21:00 PM,,COMUNE DI TORRE BERETTI E CASTELLARO,AMMINISTRAZIONE LOCALE,91000280189,
53959,05/12/2014 10:36:00 AM,10589,LOMAZZO,AMMINISTRAZIONE LOCALE,00566590139,
93366,05/10/2015 02:19:00 PM,,LIMBIATE,AMMINISTRAZIONE LOCALE,83005620154,
51606,17/11/2014 05:49:00 PM,10094,DALMINE,AMMINISTRAZIONE LOCALE,00232910166,
32571,20/12/2013 12:24:00 PM,13893,Consorzio di bonifica Est Ticino Villoresi,AMMINISTRAZIONE LOCALE,97057290153,05203430961
208676,03/05/2017 02:45:00 PM,10891,AGRATE BRIANZA,AMMINISTRAZIONE LOCALE,02254070150,00732220967
220292,23/08/2017 12:14:00 PM,10981,Comune di Corsico,AMMINISTRAZIONE LOCALE,00880000153,
38160,05/11/2015 09:24:00 AM,,COMUNE DI MARCHIROLO,AMMINISTRAZIONE LOCALE,84002650129,
54071,05/12/2014 10:36:00 AM,11006,LEGNANO,AMMINISTRAZIONE LOCALE,00807960158,
104389,19/09/2016 03:10:00 PM,10172,COMUNE DI PONTE NOSSA,AMMINISTRAZIONE LOCALE,00255920167,
54027,05/12/2014 10:36:00 AM,10915,BOLLATE,AMMINISTRAZIONE LOCALE,00801220153,
48595,22/08/2016 03:42:00 PM,,COMUNE DI BAGOLINO,AMMINISTRAZIONE LOCALE,00822580171,
85806,29/07/2015 03:34:00 PM,,GESSATE,AMMINISTRAZIONE LOCALE,00973680150,
99108,25/01/2016 10:39:00 AM,11045,COMUNE DI NOVATE MILANESE,AMMINISTRAZIONE LOCALE,02032910156,
223423,10/10/2017 08:32:00 AM,10798,COMUNE DI SESTO ED UNITI,AMMINISTRAZIONE LOCALE,00302640198,00302640198
207516,13/04/2017 02:36:00 PM,10124,COMUNE DI ISOLA DI FONDRA,AMMINISTRAZIONE LOCALE,85000530163,00619770167
33844,10/02/2014 02:30:00 PM,10414,COMUNE DI ROE' VOLCIANO,AMMINISTRAZIONE LOCALE,87001610176,
7857,20/11/2013 05:38:00 PM,662047,Comunità Montana Laghi Bergamaschi,AMMINISTRAZIONE LOCALE,90029430163,03606190167
87938,03/08/2015 10:45:00 AM,958579,COMUNE DI VOLTA MANTOVANA,AMMINISTRAZIONE LOCALE,00228490207,01205380205
47267,15/09/2014 10:37:00 AM,,Comune di Zerbolo',AMMINISTRAZIONE LOCALE,00460320187,
104628,01/02/2016 11:03:00 AM,,COMUNE DI MALGRATE,AMMINISTRAZIONE LOCALE,00556750131,
46182,06/08/2014 03:10:00 PM,,COMUNE DI PASSIRANO,AMMINISTRAZIONE LOCALE,00455600171,
81251,25/05/2015 11:13:00 AM,662047,COMUNITA' MONTANA DEI LAGHI BERGAMASCHI,AMMINISTRAZIONE LOCALE,90029430163,
52582,24/11/2014 11:20:00 AM,13624,C.M. DELLA VALLE IMAGNA - MN VALLE BRUNONE,AMMINISTRAZIONE LOCALE,80024510168,
99739,26/11/2015 05:51:00 PM,945661,Unione di Comuni Lombarda Terre Nobilis,AMMINISTRAZIONE LOCALE,93057280195,93057280195
45982,06/08/2014 11:49:00 AM,,COMUNE DI BORMIO,AMMINISTRAZIONE LOCALE,00099580144,
221445,26/09/2017 09:44:00 AM,,COMUNE DI BAGNOLO SAN VITO,AMMINISTRAZIONE LOCALE,00438900201,
24221,29/10/2013 10:44:00 AM,10245,COMUNE DI VILLA D'OGNA,AMMINISTRAZIONE LOCALE,00330180167,00330180167
223350,05/10/2017 05:03:00 PM,,COMUNITÀ MONTANA OLTREPO’ PAVESE,AMMINISTRAZIONE LOCALE,95002050185,
38113,05/05/2014 03:06:00 PM,,COMUNE DI MALEGNO,AMMINISTRAZIONE LOCALE,81002270171,
44905,28/07/2014 02:11:00 PM,10149,COMUNE DI OLMO AL BREMBO (BG),AMMINISTRAZIONE LOCALE,85000650169,00654490168
6285,16/12/2013 05:18:00 PM,,COMUNE DI SERMIDE,AMMINISTRAZIONE LOCALE,00309830206,
98496,20/11/2015 04:24:00 PM,11313,COMUNE DI VIDIGULFO,AMMINISTRAZIONE LOCALE,00385320189,
51763,17/11/2014 05:49:00 PM,10848,MANTOVA,AMMINISTRAZIONE LOCALE,00189800204,
104064,17/10/2016 05:14:00 PM,11180,COMUNE DI CERANOVA,AMMINISTRAZIONE LOCALE,00487250185,
91283,21/09/2015 05:15:00 PM,,MANTELLO,AMMINISTRAZIONE LOCALE,00099000143,
50582,17/11/2014 05:46:00 PM,10279,BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,
98712,21/01/2016 11:02:00 AM,10203,COMUNE DI SOLTO COLLINA,AMMINISTRAZIONE LOCALE,00646930164,
238003,06/12/2017 04:11:00 PM,,COMUNE DI MANTOVA,AMMINISTRAZIONE LOCALE,00189800204,
212870,26/06/2017 04:27:00 PM,,COMUNE DI FRASCAROLO,AMMINISTRAZIONE LOCALE,82001030186,
88084,09/08/2017 03:01:00 PM,,COMUNE DI ALBINO,AMMINISTRAZIONE LOCALE,00224380162,
51118,17/11/2014 05:47:00 PM,10399,PONTEVICO,AMMINISTRAZIONE LOCALE,00453890170,
58871,19/01/2015 12:27:00 PM,,COMUNE DI PESCHIERA BORROMEO,AMMINISTRAZIONE LOCALE,80101570150,
27681,21/11/2013 11:39:00 AM,662923,COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,93011440133
50114,17/06/2016 10:31:00 AM,864151,UFFICIO D'AMBITO DELLA PROVINCIA DI BRESCIA,AMMINISTRAZIONE LOCALE,98162450179,98162450179
50526,17/11/2014 05:46:00 PM,10261,BARLASSINA,AMMINISTRAZIONE LOCALE,88000370176,
221956,29/09/2017 12:53:00 PM,10496,CAMPIONE D'ITALIA,AMMINISTRAZIONE LOCALE,00000000000,
33359,08/09/2014 04:39:00 PM,11080,COMUNE DI SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
7879,20/11/2013 06:03:00 PM,10739,Comune di Cremona,AMMINISTRAZIONE LOCALE,00297960197,00297960197
47658,26/09/2014 12:34:00 PM,10551,COMUNE DI ERBA,AMMINISTRAZIONE LOCALE,00430660134,00430660134
27200,14/11/2013 02:49:00 PM,,COMUNE DI PAVIA,AMMINISTRAZIONE LOCALE,80000830184,
27323,15/11/2013 11:27:00 AM,,DESENZANO DEL GARDA,AMMINISTRAZIONE LOCALE,00575230172,
92485,05/10/2015 02:15:00 PM,,ACQUAFREDDA,AMMINISTRAZIONE LOCALE,85001290171,
159364,12/09/2017 10:25:00 AM,11533,COMUNE DI TRADATE,AMMINISTRAZIONE LOCALE,00223660127,00223660127
51223,17/11/2014 05:47:00 PM,10203,SOLTO COLLINA,AMMINISTRAZIONE LOCALE,00646930164,
81257,25/05/2015 11:24:00 AM,13603,COMUNITA' MONTANA DEL SEBINO BRESCIANO,AMMINISTRAZIONE LOCALE,80018850174,
92613,05/10/2015 02:15:00 PM,,CARAVATE,AMMINISTRAZIONE LOCALE,00227400124,
226688,06/11/2017 03:25:00 PM,,COMUNE DI BARZANA,AMMINISTRAZIONE LOCALE,80029080167,02620820163
98451,20/11/2015 04:24:00 PM,11156,COMUNE DI BORNASCO,AMMINISTRAZIONE LOCALE,00520620188,
38136,30/06/2014 11:48:00 AM,,COMUNE DI MOZZO,AMMINISTRAZIONE LOCALE,00707040168,
40044,24/11/2014 02:28:00 PM,10017,COMUNE DI AZZANO SAN PAOLO,AMMINISTRAZIONE LOCALE,00681530168,
58815,19/01/2015 12:53:00 PM,,COMUNE DI PIERANICA,AMMINISTRAZIONE LOCALE,00305000192,
88320,07/08/2015 10:34:00 AM,10798,COMUNE DI SESTO ED UNITI,AMMINISTRAZIONE LOCALE,00302640198,00302640198
91186,17/09/2015 11:14:00 AM,11006,COMUNE DI LEGNANO,AMMINISTRAZIONE LOCALE,00807960158,
54338,05/12/2014 10:36:00 AM,10379,PADENGHE SUL GARDA,AMMINISTRAZIONE LOCALE,00855780177,
186163,01/03/2017 09:36:00 AM,10861,COMUNE DI POMPONESCO,AMMINISTRAZIONE LOCALE,83000230207,
44326,03/11/2014 04:59:00 PM,,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,80002130195
104194,01/02/2016 11:03:00 AM,,COMUNE DI CARUGATE,AMMINISTRAZIONE LOCALE,02182060158,
15099,19/08/2013 07:32:00 PM,,PROVINCIA DI VARESE,AMMINISTRAZIONE LOCALE,80000710121,00397700121
240074,27/12/2017 11:51:00 AM,10250,COMUNE DI ZOGNO,AMMINISTRAZIONE LOCALE,94000290166,00276180163
98316,20/11/2015 03:35:00 PM,945655,UNIONE DI COMUNI TERRE D'OGLIO,AMMINISTRAZIONE LOCALE,93068950208,
38184,05/11/2015 12:25:00 PM,,COMUNE DI VITTUONE,AMMINISTRAZIONE LOCALE,00994350155,
7881,20/11/2013 06:04:00 PM,11014,Comune di Lodi,AMMINISTRAZIONE LOCALE,84507570152,03116800156
11407,11/03/2014 12:22:00 PM,301783,COMUNITA MONTANA LARIO INTELVESE,AMMINISTRAZIONE LOCALE,95021750138,11586340157
11407,11/03/2014 12:22:00 PM,301783,COMUNITA MONTANA LARIO INTELVESE,AMMINISTRAZIONE LOCALE,95021750138,11586340157
81288,25/05/2015 02:48:00 PM,673386,PROVINCIA DI MONZA E DELLA BRIANZA,AMMINISTRAZIONE LOCALE,94616010156,
212190,08/06/2017 01:04:00 PM,10031,COMUNE DI BONATE SOPRA,AMMINISTRAZIONE LOCALE,82000950160,
99500,25/11/2015 03:31:00 PM,11322,SAN GIACOMO DELLE SEGNATE,AMMINISTRAZIONE LOCALE,00453060204,
55114,09/12/2014 03:47:00 PM,10981,COMUNE DI CORSICO,AMMINISTRAZIONE LOCALE,00880000153,
